"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2019","68.975","69.040","69.426","68.887","42.77K","-0.03%"
"07/05/2019","68.999","69.567","69.793","68.946","49.92K","-0.75%"
"07/04/2019","69.518","69.717","69.864","69.466","36.54K","-0.27%"
"07/03/2019","69.703","69.843","70.053","69.674","49.19K","-0.17%"
"07/02/2019","69.823","69.746","70.034","69.698","46.70K","0.13%"
"07/01/2019","69.731","70.425","70.493","69.683","50.58K","-1.24%"
"06/28/2019","70.606","70.747","70.919","70.516","50.61K","-0.14%"
"06/27/2019","70.708","70.802","70.854","70.428","55.17K","-0.12%"
"06/26/2019","70.790","71.082","71.183","70.658","59.51K","-0.35%"
"06/25/2019","71.040","71.275","71.487","70.893","59.89K","-0.27%"
"06/24/2019","71.233","71.261","71.454","71.051","51.01K","-0.06%"
"06/21/2019","71.278","70.809","71.335","70.729","62.45K","0.72%"
"06/20/2019","70.770","70.071","71.026","70.021","68.11K","1.05%"
"06/19/2019","70.032","69.568","70.244","69.435","52.77K","0.66%"
"06/18/2019","69.572","69.927","70.123","69.517","60.24K","-0.45%"
"06/17/2019","69.889","69.921","70.130","69.813","46.51K","0.03%"
"06/14/2019","69.869","69.950","70.185","69.837","51.98K","-0.09%"
"06/13/2019","69.930","69.682","70.119","69.660","51.10K","0.38%"
"06/12/2019","69.663","69.916","70.084","69.649","46.53K","-0.33%"
"06/11/2019","69.897","70.252","70.306","69.828","48.60K","-0.46%"
"06/10/2019","70.222","70.233","70.374","69.987","45.18K","0.06%"
"06/07/2019","70.182","69.772","70.487","69.669","42.36K","0.63%"
"06/06/2019","69.743","69.755","70.072","69.542","52.55K","0.03%"
"06/05/2019","69.719","69.843","70.344","69.724","55.65K","-0.14%"
"06/04/2019","69.816","69.683","69.974","69.497","59.67K","0.23%"
"06/03/2019","69.656","69.479","69.803","69.161","55.16K","0.23%"
"05/31/2019","69.494","69.291","69.641","69.227","61.89K","0.33%"
"05/30/2019","69.266","69.290","69.396","69.091","49.73K","-0.04%"
"05/29/2019","69.293","69.085","69.609","69.064","54.21K","0.36%"
"05/28/2019","69.045","69.238","69.474","68.891","47.50K","-0.23%"
"05/27/2019","69.203","69.290","69.341","69.105","31.80K","-0.04%"
"05/24/2019","69.232","69.439","69.613","69.219","38.19K","-0.27%"
"05/23/2019","69.417","68.984","69.504","68.773","46.84K","0.67%"
"05/22/2019","68.957","68.881","69.295","68.824","40.79K","0.15%"
"05/21/2019","68.852","69.012","69.191","68.814","43.67K","-0.20%"
"05/20/2019","68.989","69.484","69.563","68.554","39.04K","-0.77%"
"05/17/2019","69.527","69.432","69.693","69.372","48.47K","0.17%"
"05/16/2019","69.412","69.644","69.777","69.330","45.34K","-0.29%"
"05/15/2019","69.616","69.725","69.929","69.549","46.55K","-0.11%"
"05/14/2019","69.695","70.114","70.255","69.609","45.32K","-0.59%"
"05/13/2019","70.111","69.199","70.294","69.155","48.97K","1.35%"
"05/10/2019","69.176","69.159","69.367","68.746","52.50K","0.06%"
"05/09/2019","69.132","68.326","69.420","68.269","48.40K","1.21%"
"05/08/2019","68.303","68.306","68.574","68.223","55.26K","0.04%"
"05/07/2019","68.278","68.157","68.383","67.989","51.45K","0.22%"
"05/06/2019","68.130","67.970","68.420","67.904","41.36K","0.27%"
"05/03/2019","67.944","68.082","68.132","67.791","42.26K","-0.19%"
"05/02/2019","68.073","68.309","68.428","67.968","43.64K","-0.29%"
"05/01/2019","68.274","68.328","68.679","68.152","35.65K","-0.05%"
"04/30/2019","68.311","68.472","68.635","68.188","57.84K","-0.20%"
"04/29/2019","68.446","68.507","68.601","68.336","36.29K","-0.05%"
"04/26/2019","68.477","68.760","68.871","68.398","48.48K","-0.39%"
"04/25/2019","68.744","68.535","68.931","68.488","48.50K","0.31%"
"04/24/2019","68.531","68.382","68.815","68.314","52.03K","0.23%"
"04/23/2019","68.372","68.636","68.739","68.185","42.74K","-0.35%"
"04/22/2019","68.613","68.428","68.882","68.357","26.05K","0.33%"
"04/19/2019","68.390","68.339","68.519","68.305","32.75K","0.12%"
"04/18/2019","68.311","68.710","68.879","68.299","47.94K","-0.55%"
"04/17/2019","68.686","68.982","69.096","68.670","46.31K","-0.39%"
"04/16/2019","68.955","69.126","69.403","68.948","55.78K","-0.20%"
"04/15/2019","69.090","69.018","69.339","68.890","42.12K","0.13%"
"04/12/2019","69.001","68.813","69.248","68.772","38.30K","0.34%"
"04/11/2019","68.769","68.970","69.061","68.639","38.69K","-0.26%"
"04/10/2019","68.947","69.284","69.342","68.894","38.49K","-0.46%"
"04/09/2019","69.263","69.646","69.837","69.203","39.54K","-0.48%"
"04/08/2019","69.599","69.156","69.787","69.118","30.36K","0.68%"
"04/05/2019","69.132","68.977","69.331","68.925","55.91K","0.23%"
"04/04/2019","68.970","68.570","69.326","68.536","48.42K","0.60%"
"04/03/2019","68.557","69.048","69.117","68.524","63.59K","-0.71%"
"04/02/2019","69.048","69.277","69.464","68.721","43.66K","-0.29%"
"04/01/2019","69.252","69.575","69.807","69.229","41.68K","-0.35%"
"03/29/2019","69.493","69.507","69.619","69.313","56.52K","0.06%"
"03/28/2019","69.450","69.447","69.685","69.201","77.30K","0.01%"
"03/27/2019","69.444","69.378","69.617","69.112","60.24K","0.13%"
"03/26/2019","69.353","69.411","69.518","69.229","54.83K","-0.05%"
"03/25/2019","69.387","69.490","69.661","69.193","46.56K","-0.28%"
"03/22/2019","69.584","69.362","69.636","69.021","57.81K","0.34%"
"03/21/2019","69.348","69.303","69.467","68.948","55.84K","0.08%"
"03/20/2019","69.292","69.070","69.527","68.749","71.05K","0.35%"
"03/19/2019","69.051","68.529","69.174","68.312","48.82K","0.80%"
"03/18/2019","68.504","68.815","68.874","68.368","37.19K","-0.45%"
"03/15/2019","68.815","69.095","69.202","68.674","49.54K","-0.38%"
"03/14/2019","69.077","69.266","69.480","68.972","56.77K","-0.20%"
"03/13/2019","69.216","69.083","69.355","68.936","48.97K","0.23%"
"03/12/2019","69.055","69.110","69.213","68.789","50.66K","-0.06%"
"03/11/2019","69.093","69.480","69.504","69.015","43.34K","-0.48%"
"03/08/2019","69.426","69.329","69.642","69.106","45.18K","0.19%"
"03/07/2019","69.297","69.731","69.877","69.247","51.26K","-0.59%"
"03/06/2019","69.708","70.181","70.335","69.675","58.35K","-0.67%"
"03/05/2019","70.177","70.974","71.043","70.153","63.43K","-1.09%"
"03/04/2019","70.950","71.106","71.200","70.684","44.17K","-0.14%"
"03/01/2019","71.047","70.953","71.156","70.802","65.92K","0.16%"
"02/28/2019","70.936","71.086","71.532","70.947","56.69K","-0.19%"
"02/27/2019","71.069","71.029","71.590","70.836","59.54K","0.10%"
"02/26/2019","71.000","70.778","71.366","70.757","41.44K","0.36%"
"02/25/2019","70.747","70.996","71.170","70.743","46.11K","-0.31%"
"02/22/2019","70.970","71.076","71.225","70.966","50.92K","-0.13%"
"02/21/2019","71.065","70.939","71.230","70.857","71.69K","0.20%"
"02/20/2019","70.922","71.221","71.296","70.902","54.41K","-0.38%"
"02/19/2019","71.190","71.077","71.299","70.930","47.81K","0.21%"
"02/18/2019","71.043","70.922","71.260","70.919","36.34K","0.17%"
"02/15/2019","70.923","70.681","71.079","70.622","46.06K","0.39%"
"02/14/2019","70.650","70.226","70.796","70.173","48.79K","0.63%"
"02/13/2019","70.210","70.076","70.522","69.979","47.97K","0.21%"
"02/12/2019","70.061","70.864","70.981","69.958","47.97K","-1.10%"
"02/11/2019","70.840","71.164","71.295","70.470","45.93K","-0.41%"
"02/08/2019","71.132","71.150","71.291","70.874","50.81K","0.03%"
"02/07/2019","71.112","71.365","71.579","71.106","58.80K","-0.33%"
"02/06/2019","71.347","71.523","71.670","71.350","55.29K","-0.23%"
"02/05/2019","71.513","71.857","71.940","71.422","55.41K","-0.45%"
"02/04/2019","71.836","71.772","72.039","71.689","47.39K","0.13%"
"02/01/2019","71.743","71.379","71.948","71.281","61.48K","0.54%"
"01/31/2019","71.359","71.638","71.746","71.284","69.09K","-0.39%"
"01/30/2019","71.640","71.807","71.843","71.263","79.96K","-0.19%"
"01/29/2019","71.778","71.680","71.855","71.564","73.37K","0.19%"
"01/28/2019","71.644","71.343","71.829","71.320","48.71K","0.38%"
"01/25/2019","71.371","71.235","71.552","71.163","70.81K","0.17%"
"01/24/2019","71.249","71.547","71.767","71.197","54.95K","-0.45%"
"01/23/2019","71.570","71.454","71.665","71.264","68.04K","0.15%"
"01/22/2019","71.460","71.379","71.727","71.291","64.90K","0.11%"
"01/21/2019","71.384","71.594","71.915","71.312","39.99K","-0.19%"
"01/18/2019","71.517","71.471","71.716","71.368","56.63K","0.08%"
"01/17/2019","71.457","71.662","72.058","71.451","60.67K","-0.31%"
"01/16/2019","71.679","71.974","72.156","71.635","","-0.42%"
"01/15/2019","71.978","72.138","72.474","71.761","","-0.22%"
"01/14/2019","72.138","71.450","72.307","71.406","","0.85%"
"01/11/2019","71.528","71.550","71.861","71.454","50.88K","-0.01%"
"01/10/2019","71.536","72.406","72.594","71.478","","-1.21%"
"01/09/2019","72.413","71.469","72.496","71.320","","1.31%"
"01/08/2019","71.477","71.230","71.684","71.090","4.56K","0.32%"
"01/07/2019","71.249","70.480","71.278","70.362","1.94K","1.06%"
"01/04/2019","70.501","71.055","71.192","70.394","46.89K","-0.78%"
"01/03/2019","71.058","70.686","71.549","70.659","1.65K","0.52%"
"01/02/2019","70.692","70.769","71.403","70.578","1.80K","-0.09%"
"01/01/2019","70.754","70.862","71.046","70.722","0.36K","-0.17%"
"12/31/2018","70.874","71.056","71.121","70.479","","-0.23%"
"12/28/2018","71.037","71.219","71.525","70.921","","-0.28%"
"12/27/2018","71.237","70.372","71.483","70.365","","1.24%"
"12/26/2018","70.365","71.034","71.100","70.317","","-0.92%"
"12/25/2018","71.020","71.277","71.458","70.977","","-0.09%"
"12/24/2018","71.086","70.572","71.143","70.274","","0.86%"
"12/21/2018","70.478","70.831","71.240","70.422","","-0.50%"
"12/20/2018","70.833","70.663","71.155","70.386","","0.24%"
"12/19/2018","70.660","71.146","71.232","70.418","","-0.68%"
"12/18/2018","71.143","72.118","72.184","71.057","","-1.35%"
"12/17/2018","72.115","72.209","72.213","71.782","","0.07%"
"12/14/2018","72.064","71.948","72.323","71.897","","0.16%"
"12/13/2018","71.948","72.309","72.404","71.809","","-0.50%"
"12/12/2018","72.306","72.746","72.841","72.263","","-0.64%"
"12/11/2018","72.771","73.222","73.349","72.475","","-0.61%"
"12/10/2018","73.219","71.514","73.446","71.385","","2.35%"
"12/07/2018","71.540","71.379","71.662","70.993","","0.25%"
"12/06/2018","71.360","70.741","71.680","70.656","","0.90%"
"12/05/2018","70.723","70.707","70.821","70.453","","0.02%"
"12/04/2018","70.707","70.595","71.142","70.546","","0.16%"
"12/03/2018","70.595","69.839","70.659","69.622","","1.24%"
"11/30/2018","69.727","70.088","70.234","69.590","","-0.49%"
"11/29/2018","70.067","71.073","71.181","69.927","","-1.43%"
"11/28/2018","71.081","70.876","71.181","70.572","","0.31%"
"11/27/2018","70.863","70.921","71.151","70.710","","-0.08%"
"11/26/2018","70.923","70.862","71.155","70.441","","0.05%"
"11/23/2018","70.889","71.016","71.159","70.775","","-0.21%"
"11/22/2018","71.041","71.710","71.803","71.007","","-0.88%"
"11/21/2018","71.674","71.780","71.838","71.595","","-0.16%"
"11/20/2018","71.788","72.084","72.200","71.746","","-0.40%"
"11/19/2018","72.075","71.840","72.155","71.623","","0.12%"
"11/16/2018","71.987","71.415","72.052","71.239","","0.81%"
"11/15/2018","71.408","71.886","71.936","71.344","","-0.67%"
"11/14/2018","71.893","72.096","72.210","71.495","","-0.30%"
"11/13/2018","72.111","72.082","72.189","71.730","","0.06%"
"11/12/2018","72.070","72.073","72.478","71.959","","-0.02%"
"11/09/2018","72.084","71.944","72.305","71.837","","0.19%"
"11/08/2018","71.948","72.276","72.359","71.863","","-0.46%"
"11/07/2018","72.284","72.778","73.055","72.240","","-0.67%"
"11/06/2018","72.773","72.745","72.810","72.519","","0.05%"
"11/05/2018","72.739","72.246","72.870","72.123","","0.77%"
"11/02/2018","72.180","73.316","73.344","72.087","","-1.53%"
"11/01/2018","73.301","73.324","73.470","73.133","","-0.04%"
"10/31/2018","73.333","73.302","73.762","73.259","","0.04%"
"10/30/2018","73.302","73.269","73.600","73.234","","0.06%"
"10/29/2018","73.260","73.651","73.703","73.216","","-0.56%"
"10/26/2018","73.669","73.258","73.737","73.126","","0.56%"
"10/25/2018","73.256","73.373","73.668","73.107","","-0.17%"
"10/24/2018","73.384","73.919","73.971","73.218","","-0.73%"
"10/23/2018","73.920","73.846","74.112","73.764","","0.09%"
"10/22/2018","73.852","73.674","73.910","73.431","","0.30%"
"10/19/2018","73.633","73.850","73.924","73.537","","-0.30%"
"10/18/2018","73.851","73.944","74.155","73.698","","-0.13%"
"10/17/2018","73.948","74.159","74.275","73.847","","-0.28%"
"10/16/2018","74.154","74.728","74.797","74.124","","-0.79%"
"10/15/2018","74.742","74.287","75.171","74.181","","0.68%"
"10/12/2018","74.234","74.844","74.874","74.079","","-0.82%"
"10/11/2018","74.844","74.993","75.570","74.618","","-0.20%"
"10/10/2018","74.993","74.933","75.053","74.706","","0.06%"
"10/09/2018","74.947","74.615","75.015","74.416","","0.45%"
"10/08/2018","74.614","74.317","74.701","74.234","","0.31%"
"10/05/2018","74.380","74.249","74.728","73.950","","0.18%"
"10/04/2018","74.246","73.904","74.457","73.897","","0.45%"
"10/03/2018","73.910","74.115","74.630","73.888","","-0.28%"
"10/02/2018","74.118","74.118","74.194","73.930","","-0.01%"
"10/01/2018","74.126","73.931","74.251","73.834","","0.40%"
"09/28/2018","73.832","74.263","74.543","73.825","","-0.57%"
"09/27/2018","74.255","75.162","75.263","74.154","","-1.18%"
"09/26/2018","75.144","75.307","75.448","74.834","","-0.23%"
"09/25/2018","75.314","75.300","75.520","75.079","","-0.01%"
"09/24/2018","75.321","75.305","75.900","75.164","","-0.04%"
"09/21/2018","75.352","75.115","75.736","74.852","","0.34%"
"09/20/2018","75.098","74.829","75.114","74.539","","0.38%"
"09/19/2018","74.814","75.378","75.479","74.583","","-0.75%"
"09/18/2018","75.382","75.362","76.030","75.248","","0.03%"
"09/17/2018","75.358","74.249","75.463","74.195","","1.43%"
"09/14/2018","74.294","74.609","74.671","74.121","","-0.44%"
"09/13/2018","74.620","74.341","74.650","74.228","","0.39%"
"09/12/2018","74.331","74.710","74.900","73.906","","-0.52%"
"09/11/2018","74.717","74.303","74.748","74.050","","0.55%"
"09/10/2018","74.305","74.073","74.936","73.990","","0.33%"
"09/07/2018","74.064","74.537","74.635","74.010","","-0.64%"
"09/06/2018","74.544","73.850","74.567","73.805","","0.96%"
"09/05/2018","73.837","73.474","73.914","73.296","","0.51%"
"09/04/2018","73.462","73.459","73.596","73.205","","-0.01%"
"09/03/2018","73.471","73.276","73.555","72.921","","0.24%"
"08/31/2018","73.292","73.009","73.527","72.941","","0.40%"
"08/30/2018","72.997","72.667","73.055","72.615","","0.44%"
"08/29/2018","72.675","71.786","72.735","71.646","","1.23%"
"08/28/2018","71.794","71.602","71.942","71.422","","0.25%"
"08/27/2018","71.615","71.142","71.704","70.919","","0.65%"
"08/24/2018","71.151","71.099","71.327","71.023","","0.09%"
"08/23/2018","71.086","71.065","71.396","70.914","","0.01%"
"08/22/2018","71.079","70.916","71.270","70.867","","0.25%"
"08/21/2018","70.903","70.441","70.981","70.317","","0.69%"
"08/20/2018","70.418","70.388","70.510","69.888","","0.04%"
"08/17/2018","70.392","70.305","70.594","70.227","","0.11%"
"08/16/2018","70.315","70.375","70.889","70.266","","-0.08%"
"08/15/2018","70.371","70.356","70.448","70.032","","0.01%"
"08/14/2018","70.365","70.493","70.669","70.124","","-0.17%"
"08/13/2018","70.485","69.222","70.528","69.174","","1.85%"
"08/10/2018","69.208","69.205","69.397","69.101","","-0.01%"
"08/09/2018","69.213","69.112","69.454","68.947","","0.13%"
"08/08/2018","69.123","68.913","69.165","68.823","","0.26%"
"08/07/2018","68.944","69.040","69.191","68.888","","-0.18%"
"08/06/2018","69.069","68.897","69.144","68.877","","0.19%"
"08/03/2018","68.938","68.949","69.168","68.894","","-0.04%"
"08/02/2018","68.963","68.903","69.206","68.751","","0.10%"
"08/01/2018","68.894","69.137","69.221","68.853","","-0.34%"
"07/31/2018","69.131","69.422","69.558","69.093","","-0.41%"
"07/30/2018","69.417","68.964","69.466","68.908","","0.63%"
"07/27/2018","68.984","69.061","69.136","68.812","","-0.11%"
"07/26/2018","69.061","69.290","69.409","69.004","","-0.33%"
"07/25/2018","69.291","69.392","69.447","69.082","","-0.15%"
"07/24/2018","69.392","69.351","69.485","69.233","","0.04%"
"07/23/2018","69.365","69.227","69.506","69.192","","0.16%"
"07/20/2018","69.252","69.076","69.347","68.868","","0.26%"
"07/19/2018","69.075","68.706","69.311","68.651","","0.54%"
"07/18/2018","68.701","68.412","68.755","68.296","","0.42%"
"07/17/2018","68.416","68.769","68.882","68.416","","-0.51%"
"07/16/2018","68.770","68.384","68.872","68.330","","0.57%"
"07/13/2018","68.380","68.352","68.401","68.013","","0.04%"
"07/12/2018","68.356","69.013","69.062","68.329","","-0.96%"
"07/11/2018","69.016","69.305","69.483","68.954","","-0.42%"
"07/10/2018","69.309","69.244","69.416","69.108","","0.09%"
"07/09/2018","69.246","69.487","69.675","69.150","","-0.38%"
"07/06/2018","69.507","69.333","69.680","69.221","","0.22%"
"07/05/2018","69.352","69.200","69.581","69.075","","0.24%"
"07/04/2018","69.188","69.089","69.315","69.039","","0.17%"
"07/03/2018","69.072","69.154","69.347","68.969","","-0.13%"
"07/02/2018","69.163","69.082","69.329","68.873","","0.09%"
"06/29/2018","69.103","69.027","69.256","68.704","","0.13%"
"06/28/2018","69.016","68.836","69.336","68.774","","0.27%"
"06/27/2018","68.833","69.005","69.359","68.792","","-0.27%"
"06/26/2018","69.019","69.010","69.183","68.853","","0.01%"
"06/25/2018","69.012","68.627","69.117","68.613","","0.46%"
"06/22/2018","68.694","68.512","68.750","68.375","","0.27%"
"06/21/2018","68.510","68.311","68.656","68.174","","0.27%"
"06/20/2018","68.323","68.724","68.751","68.219","","-0.57%"
"06/19/2018","68.712","68.373","68.760","68.318","","0.50%"
"06/18/2018","68.371","68.314","68.496","68.130","","0.22%"
"06/15/2018","68.224","67.874","68.442","67.835","","0.49%"
"06/14/2018","67.890","68.655","68.883","67.870","","-1.08%"
"06/13/2018","68.633","68.369","68.704","68.286","","0.37%"
"06/12/2018","68.383","68.470","68.619","68.252","","-0.14%"
"06/11/2018","68.477","68.442","68.637","68.189","","-0.10%"
"06/08/2018","68.544","68.769","69.011","68.269","","-0.32%"
"06/07/2018","68.761","67.762","68.921","67.707","","1.46%"
"06/06/2018","67.769","68.150","68.233","67.686","","-0.57%"
"06/05/2018","68.156","67.879","68.287","67.796","","0.38%"
"06/04/2018","67.895","67.728","68.272","67.665","","0.14%"
"06/01/2018","67.799","68.392","68.510","67.599","","-0.88%"
"05/31/2018","68.401","68.169","68.609","68.069","","0.33%"
"05/30/2018","68.176","68.429","68.491","67.982","","-0.38%"
"05/29/2018","68.435","67.819","68.873","67.764","","0.89%"
"05/28/2018","67.828","68.433","68.433","67.684","","-0.88%"
"05/25/2018","68.428","68.919","68.982","68.181","","-0.71%"
"05/24/2018","68.919","68.659","69.187","68.588","","0.36%"
"05/23/2018","68.675","68.516","69.159","68.448","","0.23%"
"05/22/2018","68.516","68.308","68.624","68.150","","0.31%"
"05/21/2018","68.303","68.164","68.330","68.007","","0.25%"
"05/18/2018","68.133","67.664","68.339","67.630","","0.69%"
"05/17/2018","67.663","67.694","67.870","67.507","","-0.05%"
"05/16/2018","67.694","67.980","68.135","67.647","","-0.44%"
"05/15/2018","67.992","67.519","68.195","67.365","","0.70%"
"05/14/2018","67.519","67.312","67.849","67.255","","0.30%"
"05/11/2018","67.320","67.017","67.508","66.888","","0.44%"
"05/10/2018","67.023","66.996","67.299","66.928","","0.04%"
"05/09/2018","66.999","67.025","67.254","66.868","","-0.03%"
"05/08/2018","67.019","66.965","67.106","66.793","","0.09%"
"05/07/2018","66.960","66.766","67.163","66.752","","0.21%"
"05/04/2018","66.823","66.834","67.088","66.701","","-0.01%"
"05/03/2018","66.831","66.724","66.934","66.677","","0.14%"
"05/02/2018","66.737","67.041","67.123","66.691","","-0.45%"
"05/01/2018","67.041","67.064","67.207","66.713","","-0.06%"
"04/30/2018","67.081","67.412","67.495","66.915","","-0.53%"
"04/27/2018","67.436","67.560","67.609","67.201","","-0.16%"
"04/26/2018","67.541","68.058","68.121","67.501","","-0.76%"
"04/25/2018","68.057","67.841","68.222","67.682","","0.32%"
"04/24/2018","67.841","68.013","68.040","67.650","","-0.26%"
"04/23/2018","68.020","67.949","68.202","67.810","","0.12%"
"04/20/2018","67.936","67.809","68.087","67.740","","0.18%"
"04/19/2018","67.813","67.833","68.063","67.650","","-0.04%"
"04/18/2018","67.840","67.974","68.041","67.730","","-0.21%"
"04/17/2018","67.981","68.187","68.483","67.843","","-0.31%"
"04/16/2018","68.195","67.785","68.361","67.722","","0.58%"
"04/13/2018","67.805","67.814","67.953","67.654","","-0.03%"
"04/12/2018","67.826","68.147","68.326","67.653","","-0.46%"
"04/11/2018","68.142","67.871","68.278","67.828","","0.41%"
"04/10/2018","67.862","67.936","68.178","67.763","","-0.10%"
"04/09/2018","67.930","67.617","67.951","67.558","","0.36%"
"04/06/2018","67.688","67.352","67.833","67.324","","0.49%"
"04/05/2018","67.356","67.689","67.776","67.314","","-0.51%"
"04/04/2018","67.699","67.773","68.130","67.656","","-0.14%"
"04/03/2018","67.793","68.171","68.228","67.730","","-0.55%"
"04/02/2018","68.171","68.288","68.359","68.064","","-0.11%"
"03/30/2018","68.248","68.106","68.419","68.091","","0.25%"
"03/29/2018","68.076","68.118","68.263","67.981","","-0.05%"
"03/28/2018","68.109","68.599","68.665","68.024","","-0.71%"
"03/27/2018","68.594","68.540","68.734","68.336","","0.06%"
"03/26/2018","68.550","68.576","68.781","68.382","","-0.09%"
"03/23/2018","68.613","68.595","69.005","68.439","","0.03%"
"03/22/2018","68.590","68.620","68.844","68.424","","-0.06%"
"03/21/2018","68.632","68.176","68.726","68.147","","0.67%"
"03/20/2018","68.175","68.573","68.617","68.168","","-0.58%"
"03/19/2018","68.573","68.195","68.696","68.138","","0.48%"
"03/16/2018","68.245","68.288","68.506","68.015","","-0.08%"
"03/15/2018","68.302","68.606","68.803","68.225","","-0.45%"
"03/14/2018","68.614","68.700","69.010","68.402","","-0.13%"
"03/13/2018","68.702","68.572","68.783","68.396","","0.18%"
"03/12/2018","68.579","68.523","68.719","68.379","","0.17%"
"03/09/2018","68.466","68.445","68.667","68.280","","0.03%"
"03/08/2018","68.445","68.775","69.052","68.424","","-0.47%"
"03/07/2018","68.765","68.987","69.442","68.686","","-0.33%"
"03/06/2018","68.996","69.174","69.383","68.945","","-0.26%"
"03/05/2018","69.175","69.578","69.778","69.121","","-0.49%"
"03/02/2018","69.516","69.254","69.841","69.203","","0.38%"
"03/01/2018","69.254","69.028","69.320","68.677","","0.32%"
"02/28/2018","69.034","69.138","69.395","68.954","","-0.15%"
"02/27/2018","69.138","69.052","69.376","68.897","","0.12%"
"02/26/2018","69.052","69.106","69.431","68.984","","-0.03%"
"02/23/2018","69.076","69.662","69.691","69.069","","-0.84%"
"02/22/2018","69.660","69.012","69.693","68.946","","0.93%"
"02/21/2018","69.019","69.272","69.337","68.939","","-0.39%"
"02/20/2018","69.287","69.124","69.525","69.019","","0.20%"
"02/19/2018","69.150","69.254","69.374","68.934","","-0.09%"
"02/16/2018","69.212","69.300","69.755","69.137","","-0.12%"
"02/15/2018","69.298","68.982","69.381","68.854","","0.45%"
"02/14/2018","68.988","68.729","69.047","68.388","","0.35%"
"02/13/2018","68.747","68.421","68.957","68.385","","0.45%"
"02/12/2018","68.438","68.454","68.701","68.401","","-0.06%"
"02/09/2018","68.477","68.677","68.799","68.397","","-0.32%"
"02/08/2018","68.697","68.115","68.740","67.886","","0.84%"
"02/07/2018","68.122","68.614","68.681","67.943","","-0.73%"
"02/06/2018","68.621","68.850","69.210","68.376","","-0.34%"
"02/05/2018","68.857","68.750","69.068","68.325","","-0.01%"
"02/02/2018","68.865","69.067","69.275","68.677","","-0.29%"
"02/01/2018","69.063","68.231","69.123","68.136","","1.22%"
"01/31/2018","68.231","68.168","68.462","68.025","","0.09%"
"01/30/2018","68.172","67.837","68.359","67.700","","0.49%"
"01/29/2018","67.840","68.029","68.124","67.734","","-0.39%"
"01/26/2018","68.106","67.489","68.207","67.353","","0.91%"
"01/25/2018","67.490","67.332","68.415","67.212","","0.22%"
"01/24/2018","67.344","66.584","67.579","66.542","","1.15%"
"01/23/2018","66.580","66.410","66.653","66.209","","0.23%"
"01/22/2018","66.424","66.431","66.584","66.259","","0.21%"
"01/19/2018","66.282","66.600","66.828","66.269","","-0.49%"
"01/18/2018","66.608","66.159","66.725","66.085","","0.68%"
"01/17/2018","66.157","66.721","66.880","66.124","","-0.84%"
"01/16/2018","66.716","65.948","66.826","65.844","","1.16%"
"01/15/2018","65.948","65.701","66.147","65.529","","0.38%"
"01/12/2018","65.699","65.277","65.723","65.027","","0.67%"
"01/11/2018","65.263","65.022","65.457","64.916","","0.34%"
"01/10/2018","65.041","64.743","65.212","64.684","","0.46%"
"01/09/2018","64.745","64.956","65.033","64.691","","-0.34%"
"01/08/2018","64.963","64.953","65.059","64.790","","0.02%"
"01/05/2018","64.951","65.050","65.111","64.782","","-0.16%"
"01/04/2018","65.052","64.993","65.139","64.811","","0.08%"
"01/03/2018","65.000","65.309","65.399","64.814","","-0.48%"
"01/02/2018","65.315","65.365","65.526","65.221","","-0.05%"
"01/01/2018","65.347","65.505","65.537","65.320","","-0.26%"
"12/29/2017","65.520","65.465","65.582","65.291","","0.06%"
"12/28/2017","65.481","65.004","65.588","65.004","","0.72%"
"12/27/2017","65.010","64.749","65.052","64.691","","0.39%"
"12/26/2017","64.756","64.758","64.829","64.623","","0.00%"
"12/25/2017","64.758","64.693","64.778","64.680","","0.07%"
"12/22/2017","64.713","64.772","64.835","64.594","","-0.08%"
"12/21/2017","64.765","64.958","65.057","64.611","","-0.28%"
"12/20/2017","64.947","65.037","65.237","64.855","","-0.16%"
"12/19/2017","65.049","65.135","65.177","64.814","","-0.14%"
"12/18/2017","65.141","64.695","65.377","64.617","","0.69%"
"12/15/2017","64.695","65.043","65.154","64.469","","-0.54%"
"12/14/2017","65.043","65.415","65.489","64.968","","-0.55%"
"12/13/2017","65.401","64.963","65.489","64.906","","0.69%"
"12/12/2017","64.952","64.876","65.184","64.808","","0.11%"
"12/11/2017","64.880","64.852","65.082","64.852","","-0.08%"
"12/08/2017","64.934","64.927","64.981","64.597","","0.00%"
"12/07/2017","64.934","65.188","65.300","64.907","","-0.39%"
"12/06/2017","65.189","65.181","65.421","65.103","","0.01%"
"12/05/2017","65.181","65.361","65.463","65.096","","-0.28%"
"12/04/2017","65.361","65.951","65.951","65.249","","-1.07%"
"12/01/2017","66.069","65.569","66.276","65.336","","0.77%"
"11/30/2017","65.566","65.347","65.686","65.243","","0.30%"
"11/29/2017","65.367","65.445","65.590","65.160","","-0.12%"
"11/28/2017","65.444","65.697","65.844","65.364","","-0.37%"
"11/27/2017","65.686","66.035","66.115","65.659","","-0.50%"
"11/24/2017","66.013","65.769","66.106","65.709","","0.35%"
"11/23/2017","65.781","66.088","66.141","65.727","","-0.45%"
"11/22/2017","66.076","65.450","66.130","65.327","","0.97%"
"11/21/2017","65.439","65.522","65.588","65.225","","-0.12%"
"11/20/2017","65.519","65.725","65.870","65.507","","-0.37%"
"11/17/2017","65.764","65.669","65.942","65.147","","0.12%"
